ID,CNN,STREET,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
2237,1618000,29th Ave,94,Lawton St,Moraga St,9/14/2018,Treatment,Yes,Residential
2238,1616000,29th Ave,71,Judah St,Kirkham St,7/30/2018,Survey,Yes,Residential
2239,1617000,29th Ave,71,Kirkham St,Lawton St,7/30/2018,Survey,Yes,Residential
2240,1627000,29th Ave,74,Ulloa St,Vicente St,7/30/2018,Survey,Yes,Residential
2241,1622000,29th Ave,76,Pacheco St,Quintara St,7/30/2018,Survey,Yes,Residential
2242,1621000,29th Ave,76,Ortega St,Pacheco St,7/30/2018,Survey,Yes,Residential
2243,1619000,29th Ave,81,Moraga St,Noriega St,7/30/2018,Survey,Yes,Residential
2244,1620000,29th Ave,83,Noriega St,Ortega St,7/30/2018,Survey,Yes,Residential
2245,1626000,29th Ave,83,Taraval St,Ulloa St,7/30/2018,Survey,Yes,Residential
2246,1624000,29th Ave,83,Rivera St,Santiago St,7/30/2018,Survey,Yes,Residential
2247,1623000,29th Ave,87,Quintara St,Rivera St,7/30/2018,Survey,Yes,Residential
2248,1609000,29th Ave,30,Clement St,Geary Blvd,7/27/2018,Survey,Yes,Residential
2249,1610000,29th Ave,41,Geary Blvd,Anza St,7/27/2018,Survey,Yes,Residential
2250,1608000,29th Ave,56,California St,Clement St,7/27/2018,Survey,Yes,Residential
2251,1613000,29th Ave,85,Cabrillo St,Fulton St,7/27/2018,Survey,Yes,Residential
2252,1611000,29th Ave,85,Anza St,Balboa St,7/27/2018,Survey,Yes,Residential
2253,1612000,29th Ave,87,Balboa St,Cabrillo St,7/27/2018,Survey,Yes,Residential
2254,1615000,29th Ave,100,Irving St,Judah St,12/11/2017,Treatment,Yes,Residential
2255,1614000,29th Ave,100,Lincoln Way,Irving St,12/11/2017,Treatment,Yes,Residential
2256,27430000,29th Ave,100,Kirkham St,Intersection,2/28/2014,Treatment,No,
2257,27842000,29th Ave,100,Clement St,Intersection,6/25/2013,Treatment,No,
2258,27832000,29th Ave,100,Balboa St,Intersection,3/18/2013,Treatment,No,
2259,23286000,29TH AVE,100,RIVERA ST,Intersection,3/28/2003,Treatment,No,
2260,27839000,29TH AVE,100,GEARY BLVD,Intersection,5/2/2002,Treatment,No,
2261,27811000,29th Ave: Fulton St Intersection,100,FULTON ST,Intersection,4/19/2017,Treatment,No,
2262,27438000,29th Ave: Irving St Intersection,100,IRVING ST,Intersection,4/14/2017,Treatment,No,
2263,1629000,29th St,67,Tiffany Ave,San Jose Ave,11/2/2018,Survey,Yes,Residential
2264,1636000,29th St,66,Zircon Pl,Diamond St,8/16/2018,Survey,Yes,Residential
2265,1631000,29th St,67,Dolores St,Church St,8/16/2018,Survey,Yes,Residential
2266,1630000,29th St,75,San Jose Ave,Dolores St,8/16/2018,Survey,Yes,Residential
2267,1632000,29th St,79,Church St,Sanchez St,8/16/2018,Survey,Yes,Residential
2268,1634000,29th St,81,Noe St,Castro St \ Day St,8/16/2018,Survey,Yes,Residential
2269,1633000,29th St,84,Sanchez St,Noe St,8/16/2018,Survey,Yes,Residential
2270,1635000,29th St,87,Castro St \ Day St,Zircon Pl,8/16/2018,Survey,Yes,Residential
2271,1628000,29th St,60,Mission St,Tiffany Ave,7/26/2018,Survey,Yes,Residential
2272,22028000,29TH ST,100,DIAMOND ST,Intersection,12/19/2003,Treatment,No,
2273,21349000,29th St: San Jose Ave Intersection,100,SAN JOSE AVE,Intersection,6/20/2017,Treatment,No,
2274,1642000,30th Ave,89,Geary Blvd,Anza St,12/7/2018,Treatment,Yes,Residential
2275,1637000,30th Ave,78,El Camino Del Mar,Lake St,10/21/2018,Survey,Yes,Residential
2276,1639000,30th Ave,84,Sea View Ter,California St,10/21/2018,Survey,Yes,Residential
2277,1638000,30th Ave,84,Lake St,Sea View Ter,10/21/2018,Survey,Yes,Residential
2278,1640000,30th Ave,91,California St,Clement St,8/10/2018,Treatment,Yes,Residential
2279,1643000,30th Ave,97,Anza St,Balboa St,8/10/2018,Treatment,Yes,Residential
2280,1649000,30th Ave,66,Irving St,Judah St,7/30/2018,Survey,Yes,Residential
2281,1656000,30th Ave,67,Pacheco St,Quintara St,7/30/2018,Survey,Yes,Residential
2282,1660000,30th Ave,73,Taraval St,Ulloa St,7/30/2018,Survey,Yes,Residential
2283,1653000,30th Ave,84,Moraga St,Noriega St,7/30/2018,Survey,Yes,Residential
2284,1654000,30th Ave,85,Noriega St,Ortega St,7/30/2018,Survey,Yes,Residential
2285,1663000,30th Ave,85,Escolta Way,Wawona St,7/30/2018,Survey,Yes,Residential
2286,1658000,30th Ave,86,Rivera St,Santiago St,7/30/2018,Survey,Yes,Residential
2287,1650000,30th Ave,86,Judah St,Kirkham St,7/30/2018,Survey,Yes,Residential
2288,1655000,30th Ave,86,Ortega St,Pacheco St,7/30/2018,Survey,Yes,Residential
2289,1651000,30th Ave,87,Kirkham St,Lawton St,7/30/2018,Survey,Yes,Residential
2290,1662000,30th Ave,87,Vicente St,Escolta Way,7/30/2018,Survey,Yes,Residential
2291,1661000,30th Ave,87,Ulloa St,Vicente St,7/30/2018,Survey,Yes,Residential
2292,1652000,30th Ave,99,Lawton St,Moraga St,7/30/2018,Survey,Yes,Residential
2293,1659000,30th Ave,99,Santiago St,Taraval St,7/30/2018,Survey,Yes,Residential
2294,1641000,30th Ave,78,Clement St,Geary Blvd,7/27/2018,Survey,Yes,Residential
2295,1645000,30th Ave,87,Cabrillo St,Fulton St,7/27/2018,Survey,Yes,Residential
2296,1644000,30th Ave,87,Balboa St,Cabrillo St,7/27/2018,Survey,Yes,Residential
2297,1648000,30th Ave,100,Lincoln Way,Irving St,11/30/2017,Treatment,Yes,Residential
2298,1657000,30th Ave,55,Quintara St,Rivera St,6/22/2017,Survey,Yes,Residential
2299,27709000,30th Ave,100,Kirkham St,Intersection,2/28/2014,Treatment,No,
2300,27833000,30th Ave,100,Balboa St,Intersection,3/18/2013,Treatment,No,
2301,27814000,30th Ave,100,Cabrillo St,Intersection,10/17/2012,Treatment,No,
2302,1646000,30TH AVE,34,FULTON ST,SPRECKELS LAKE DR,10/29/2008,Survey,No,
2303,1647000,30TH AVE,53,SPRECKELS LAKE DR,JOHN F KENNEDY DR,10/29/2008,Survey,No,
2304,23254000,30TH AVE,100,WAWONA ST,Intersection,3/13/2008,Treatment,No,
2305,23255000,30TH AVE,100,ESCOLTA WAY,Intersection,3/13/2008,Treatment,No,
2306,23287000,30TH AVE,100,RIVERA ST,Intersection,3/28/2003,Treatment,No,
2307,27843000,30TH AVE,100,CLEMENT ST,Intersection,5/3/2002,Treatment,No,
2308,27840000,30TH AVE,100,GEARY BLVD,Intersection,3/15/2002,Treatment,No,
2309,27813000,30th Ave: Fulton St Intersection,100,FULTON ST,Intersection,4/19/2017,Treatment,No,
2310,27717000,30th Ave: Irving St Intersection,100,IRVING ST,Intersection,4/14/2017,Treatment,No,
2311,1668000,30th St,85,Church St,Church St,10/22/2018,Survey,Yes,Collector
2312,1672000,30th St,62,Sanchez St,Harper St,8/24/2018,Survey,Yes,Residential
2313,1671000,30th St,63,Sanchez St,Sanchez St,8/24/2018,Survey,Yes,Residential
2314,1673000,30th St,63,Harper St,Noe St,8/24/2018,Survey,Yes,Residential
2315,1670000,30th St,64,Whitney St,Sanchez St,8/24/2018,Survey,Yes,Residential
2316,1665000,30th St,67,San Jose Ave,Dolores St,8/24/2018,Survey,Yes,Arterial
2317,1669000,30th St,78,Church St,Whitney St,8/24/2018,Survey,Yes,Residential
2318,1674000,30th St,82,Noe St,Laidley St,8/24/2018,Survey,Yes,Residential
2319,1677000,30th St,87,Castro St,End,8/24/2018,Survey,Yes,Residential
2320,1676000,30th St,87,Laidley St,Castro St,8/24/2018,Survey,Yes,Residential
2321,1664000,30th St,30,Mission St,San Jose Ave,7/26/2018,Survey,Yes,Arterial
2322,1666000,30th St,76,Dolores St,Chenery St,6/26/2017,Survey,Yes,Collector
2323,1667000,30th St,83,Chenery St,Church St,6/26/2017,Survey,Yes,Collector
2324,1675000,30TH ST,100,LAIDLEY ST,LAIDLEY ST,10/29/2008,Survey,No,
2325,22007000,30TH ST,100,CASTRO ST,Intersection,3/27/2008,Treatment,No,
2326,51467000,30TH ST,100,END,Intersection,3/27/2008,Treatment,No,
2327,21876000,30TH ST,100,CHURCH ST,Intersection,3/9/2006,Treatment,No,
2328,21877000,30TH ST,100,WHITNEY ST,Intersection,3/9/2006,Treatment,No,
2329,21886000,30TH ST,100,SANCHEZ ST,Intersection,3/9/2006,Treatment,No,
2330,21907000,30TH ST,100,SANCHEZ ST,Intersection,3/9/2006,Treatment,No,
2331,21908000,30TH ST,100,HARPER ST,Intersection,3/9/2006,Treatment,No,
2332,21953000,30TH ST,100,NOE ST,Intersection,3/9/2006,Treatment,No,
2333,21890000,30th St: San Jose Ave Intersection,100,SAN JOSE AVE,Intersection,6/21/2017,Treatment,No,
2334,1695000,31st Ave,100,Taraval St,Ulloa St,3/6/2019,Treatment,Yes,Residential
2335,1678000,31st Ave,48,Sea View Ter,California St,10/21/2018,Survey,Yes,Residential
2336,1690000,31st Ave,91,Ortega St,Pacheco St,9/14/2018,Treatment,Yes,Residential
2337,1691000,31st Ave,68,Pacheco St,Quintara St,7/30/2018,Survey,Yes,Residential
2338,1692000,31st Ave,74,Quintara St,Rivera St,7/30/2018,Survey,Yes,Residential
2339,1693000,31st Ave,83,Rivera St,Santiago St,7/30/2018,Survey,Yes,Residential
2340,1694000,31st Ave,85,Santiago St,Taraval St,7/30/2018,Survey,Yes,Residential
2341,1686000,31st Ave,85,Kirkham St,Lawton St,7/30/2018,Survey,Yes,Residential
2342,1696000,31st Ave,85,Ulloa St,Vicente St,7/30/2018,Survey,Yes,Residential
2343,1688000,31st Ave,87,Moraga St,Noriega St,7/30/2018,Survey,Yes,Residential
2344,1683000,31st Ave,87,Lincoln Way,Irving St,7/30/2018,Survey,Yes,Residential
2345,1684000,31st Ave,87,Irving St,Judah St,7/30/2018,Survey,Yes,Residential
2346,1685000,31st Ave,87,Judah St,Kirkham St,7/30/2018,Survey,Yes,Residential
2347,1689000,31st Ave,87,Noriega St,Ortega St,7/30/2018,Survey,Yes,Residential
2348,1697000,31st Ave,87,Vicente St,Escolta Way,7/30/2018,Survey,Yes,Residential
2349,1687000,31st Ave,87,Lawton St,Moraga St,7/30/2018,Survey,Yes,Residential
2350,1680000,31st Ave,84,Clement St,Geary Blvd,7/27/2018,Survey,Yes,Residential
2351,1682000,31st Ave,85,Cabrillo St,Fulton St,7/27/2018,Survey,Yes,Residential
2352,1681000,31st Ave,87,Balboa St,Cabrillo St,7/27/2018,Survey,Yes,Residential
2353,1679000,31st Ave,100,California St,Clement St,1/10/2018,Treatment,Yes,Residential
2354,27710000,31st Ave,100,Kirkham St,Intersection,2/14/2014,Treatment,No,
2355,27836000,31st Ave,100,Balboa St,Intersection,3/18/2013,Treatment,No,
2356,23391000,31ST AVE,100,RIVERA ST,Intersection,3/28/2003,Treatment,No,
2357,27845000,31ST AVE,100,CLEMENT ST,Intersection,5/3/2002,Treatment,No,
2358,27844000,31ST AVE,100,GEARY BLVD,Intersection,3/15/2002,Treatment,No,
2359,23344000,31ST AVE,100,ESCOLTA WAY,Intersection,8/26/1999,Treatment,No,
2360,23345000,31ST AVE,100,VICENTE ST,Intersection,8/26/1999,Treatment,No,
2361,27815000,31st Ave: Fulton St Intersection,100,FULTON ST,Intersection,4/19/2017,Treatment,No,
2362,27718000,31st Ave: Irving St Intersection,100,IRVING ST,Intersection,4/14/2017,Treatment,No,
2363,23346000,31st Ave: Ulloa St Intersection,100,ULLOA ST,Intersection,3/6/2019,Treatment,No,
2364,1700000,32nd Ave,100,California St,Marvel Ct,12/21/2018,Treatment,Yes,Collector
2365,1701000,32nd Ave,100,Marvel Ct,Clement St,12/21/2018,Treatment,Yes,Collector
2366,1707000,32nd Ave,87,Lincoln Way,Irving St,11/2/2018,Survey,Yes,Residential
2367,1703000,32nd Ave,100,Geary Blvd,Anza St,9/25/2018,Treatment,Yes,Residential
2368,1699000,32nd Ave,100,El Camino Del Mar,California St,9/25/2018,Treatment,Yes,Residential
2369,1705000,32nd Ave,100,Balboa St,Cabrillo St,9/25/2018,Treatment,Yes,Residential
2370,1706000,32nd Ave,100,Cabrillo St,Fulton St,9/25/2018,Treatment,Yes,Residential
2371,1704000,32nd Ave,100,Anza St,Balboa St,9/25/2018,Treatment,Yes,Residential
2372,1708000,32nd Ave,73,Irving St,Judah St,8/3/2018,Survey,Yes,Residential
2373,1712000,32nd Ave,81,Moraga St,Noriega St,8/3/2018,Survey,Yes,Residential
2374,1713000,32nd Ave,81,Noriega St,Ortega St,8/3/2018,Survey,Yes,Residential
2375,1715000,32nd Ave,82,Pacheco St,Quintara St,8/3/2018,Survey,Yes,Residential
2376,1717000,32nd Ave,85,Rivera St,Santiago St,8/3/2018,Survey,Yes,Residential
2377,1714000,32nd Ave,85,Ortega St,Pacheco St,8/3/2018,Survey,Yes,Residential
2378,1719000,32nd Ave,85,Taraval St,Ulloa St,8/3/2018,Survey,Yes,Residential
2379,1716000,32nd Ave,87,Quintara St,Rivera St,8/3/2018,Survey,Yes,Residential
2380,1718000,32nd Ave,87,Santiago St,Taraval St,8/3/2018,Survey,Yes,Residential
2381,1710000,32nd Ave,87,Kirkham St,Lawton St,8/3/2018,Survey,Yes,Residential
2382,1709000,32nd Ave,87,Judah St,Kirkham St,8/3/2018,Survey,Yes,Residential
2383,1720000,32nd Ave,87,Ulloa St,Vicente St,8/3/2018,Survey,Yes,Residential
2384,1711000,32nd Ave,100,Lawton St,Moraga St,8/3/2018,Survey,Yes,Residential
2385,1702000,32nd Ave,75,Clement St,Geary Blvd,7/27/2018,Survey,Yes,Collector
2386,27713000,32nd Ave,100,Kirkham St,Intersection,2/14/2014,Treatment,No,
2387,27837000,32nd Ave,100,Balboa St,Intersection,3/29/2013,Treatment,No,
2388,23392000,32ND AVE,100,RIVERA ST,Intersection,3/24/2003,Treatment,No,
2389,27853000,32ND AVE,100,GEARY BLVD,Intersection,3/15/2002,Treatment,No,
2390,27838000,32nd Ave: Anza St Intersection,100,ANZA ST,Intersection,9/25/2018,Treatment,No,
2391,27855000,32nd Ave: Clement St Intersection,100,CLEMENT ST,Intersection,12/21/2018,Treatment,No,
2392,28036000,32nd Ave: El Camino Del Mar Intersection,100,EL CAMINO DEL MAR,Intersection,9/25/2018,Treatment,No,
2393,27817000,32nd Ave: Fulton St Intersection,100,FULTON ST,Intersection,4/19/2017,Treatment,No,
2394,27720000,32nd Ave: Irving St Intersection,100,IRVING ST,Intersection,4/14/2017,Treatment,No,
2395,28038000,32nd Ave: Marvel Ct Intersection,100,MARVEL CT,Intersection,12/21/2018,Treatment,No,
2396,23348000,32nd Ave: Ulloa St Intersection,100,ULLOA ST,Intersection,3/6/2019,Treatment,No,
2397,1722000,33rd Ave,100,Geary Blvd,Anza St,8/30/2018,Treatment,Yes,Residential
2398,1721000,33rd Ave,100,Clement St,Geary Blvd,8/30/2018,Treatment,Yes,Residential
2399,1726000,33rd Ave,61,Lincoln Way,Irving St,8/17/2018,Survey,Yes,Residential
2400,1738000,33rd Ave,57,Taraval St,Ulloa St,8/4/2018,Survey,Yes,Residential
2401,1727000,33rd Ave,66,Irving St,Judah St,8/4/2018,Survey,Yes,Residential
2402,1735000,33rd Ave,67,Quintara St,Rivera St,8/4/2018,Survey,Yes,Residential
2403,1740000,33rd Ave,68,Vicente St,Wawona St,8/4/2018,Survey,Yes,Residential
2404,1732000,33rd Ave,80,Noriega St,Ortega St,8/4/2018,Survey,Yes,Residential
2405,1729000,33rd Ave,81,Kirkham St,Lawton St,8/4/2018,Survey,Yes,Residential
2406,1739000,33rd Ave,82,Ulloa St,Vicente St,8/4/2018,Survey,Yes,Residential
2407,1737000,33rd Ave,84,Santiago St,Taraval St,8/4/2018,Survey,Yes,Residential
2408,1736000,33rd Ave,87,Rivera St,Santiago St,8/4/2018,Survey,Yes,Residential
2409,1734000,33rd Ave,87,Pacheco St,Quintara St,8/4/2018,Survey,Yes,Residential
2410,1730000,33rd Ave,87,Lawton St,Moraga St,8/4/2018,Survey,Yes,Residential
2411,1731000,33rd Ave,87,Moraga St,Noriega St,8/4/2018,Survey,Yes,Residential
2412,1723000,33rd Ave,85,Anza St,Balboa St,7/27/2018,Survey,Yes,Residential
2413,1725000,33rd Ave,85,Cabrillo St,Fulton St,7/27/2018,Survey,Yes,Residential
2414,1724000,33rd Ave,85,Balboa St,Cabrillo St,7/27/2018,Survey,Yes,Residential
2415,1733000,33rd Ave,100,Ortega St,Pacheco St,5/17/2018,Treatment,Yes,Residential
2416,1728000,33rd Ave,100,Judah St,Kirkham St,2/20/2018,Treatment,Yes,Residential
2417,27714000,33rd Ave,100,Kirkham St,Intersection,8/1/2014,Treatment,No,
2418,27846000,33rd Ave,100,Balboa St,Intersection,7/25/2014,Treatment,No,
2419,27848000,33rd Ave,100,Anza St,Intersection,8/23/2013,Treatment,No,
2420,27678000,33RD AVE,100,ORTEGA ST,Intersection,5/25/2005,Treatment,No,
2421,23395000,33RD AVE,100,RIVERA ST,Intersection,3/24/2003,Treatment,No,
2422,27856000,33RD AVE,100,CLEMENT ST,Intersection,5/3/2002,Treatment,No,
2423,27854000,33RD AVE,100,GEARY BLVD,Intersection,3/15/2002,Treatment,No,
2424,23393000,33RD AVE,100,SANTIAGO ST,Intersection,4/22/1998,Treatment,No,
2425,27821000,33rd Ave: Fulton St Intersection,100,FULTON ST,Intersection,4/19/2017,Treatment,No,
2426,27739000,33rd Ave: Irving St Intersection,100,IRVING ST,Intersection,4/14/2017,Treatment,No,
2427,23353000,33rd Ave: Ulloa St Intersection,100,ULLOA ST,Intersection,3/6/2019,Treatment,No,
2428,1753000,34th Ave,52,Ortega St,Pacheco St,8/20/2018,Survey,Yes,Residential
2429,1755000,34th Ave,65,Quintara St,Rivera St,8/20/2018,Survey,Yes,Residential
2430,1754000,34th Ave,66,Pacheco St,Quintara St,8/20/2018,Survey,Yes,Residential
2431,1748000,34th Ave,76,Judah St,Kirkham St,8/20/2018,Survey,Yes,Residential
2432,1747000,34th Ave,80,Irving St,Judah St,8/20/2018,Survey,Yes,Residential
2433,1758000,34th Ave,80,Taraval St,Ulloa St,8/20/2018,Survey,Yes,Residential
2434,1756000,34th Ave,81,Rivera St,Santiago St,8/20/2018,Survey,Yes,Residential
2435,1746000,34th Ave,83,Lincoln Way,Irving St,8/20/2018,Survey,Yes,Residential
2436,1757000,34th Ave,85,Santiago St,Taraval St,8/20/2018,Survey,Yes,Residential
2437,1749000,34th Ave,85,Kirkham St,Lawton St,8/20/2018,Survey,Yes,Residential
2438,1751000,34th Ave,85,Moraga St,Noriega St,8/20/2018,Survey,Yes,Residential
2439,1761000,34th Ave,85,Crestlake Dr \ Wawona St,Yorba St,8/20/2018,Survey,Yes,Residential
2440,1752000,34th Ave,86,Noriega St,Ortega St,8/20/2018,Survey,Yes,Residential
2441,1762000,34th Ave,87,Yorba St,Escondido Ave,8/20/2018,Survey,Yes,Residential
2442,1759000,34th Ave,87,Ulloa St,Vicente St,8/20/2018,Survey,Yes,Residential
2443,1750000,34th Ave,96,Lawton St,Moraga St,8/20/2018,Survey,Yes,Residential
2444,1742000,34th Ave,41,Geary Blvd,Anza St,7/27/2018,Survey,Yes,Residential
2445,1741000,34th Ave,53,Clement St \ Legion Of Honor Dr,Geary Blvd,7/27/2018,Survey,Yes,Arterial
2446,1743000,34th Ave,85,Anza St,Balboa St,7/27/2018,Survey,Yes,Residential
2447,1744000,34th Ave,85,Balboa St,Cabrillo St,7/27/2018,Survey,Yes,Residential
2448,1745000,34th Ave,87,Cabrillo St,Fulton St,7/27/2018,Survey,Yes,Residential
2449,1763000,34th Ave,100,Escondido Ave,Clearfield Dr \ Sloat Blvd,11/30/2017,Treatment,Yes,Residential
2450,1760000,34th Ave,68,Vicente St,Crestlake Dr \ Wawona St,9/28/2015,Survey,Yes,Residential
2451,27847000,34th Ave,100,Balboa St,Intersection,2/7/2014,Treatment,No,
2452,27723000,34th Ave,100,Kirkham St,Intersection,1/21/2014,Treatment,No,
2453,23396000,34TH AVE,100,RIVERA ST,Intersection,3/24/2003,Treatment,No,
2454,27859000,34TH AVE,100,CLEMENT ST \ LEGION OF HONOR DR,Intersection,5/3/2002,Treatment,No,
2455,27857000,34TH AVE,100,GEARY BLVD,Intersection,3/15/2002,Treatment,No,
2456,23394000,34TH AVE,100,SANTIAGO ST,Intersection,4/22/1998,Treatment,No,
2457,27824000,34th Ave: Fulton St Intersection,100,FULTON ST,Intersection,4/19/2017,Treatment,No,
2458,27727000,34th Ave: Irving St Intersection,100,IRVING ST,Intersection,4/14/2017,Treatment,No,
2459,23355000,34th Ave: Ulloa St Intersection,100,ULLOA ST,Intersection,3/6/2019,Treatment,No,
2460,1774000,35th Ave,79,Moraga St,Noriega St,8/27/2018,Survey,Yes,Residential
2461,1776000,35th Ave,79,Ortega St,Pacheco St,8/27/2018,Survey,Yes,Residential
2462,1775000,35th Ave,80,Noriega St,Ortega St,8/27/2018,Survey,Yes,Residential
2463,1778000,35th Ave,80,Quintara St,Rivera St,8/27/2018,Survey,Yes,Residential
2464,1771000,35th Ave,85,Judah St,Kirkham St,8/27/2018,Survey,Yes,Residential
2465,1777000,35th Ave,87,Pacheco St,Quintara St,8/27/2018,Survey,Yes,Residential
2466,1770000,35th Ave,87,Irving St,Judah St,8/27/2018,Survey,Yes,Residential
2467,1773000,35th Ave,87,Lawton St,Moraga St,8/27/2018,Survey,Yes,Residential
2468,1772000,35th Ave,87,Kirkham St,Lawton St,8/27/2018,Survey,Yes,Residential
2469,1769000,35th Ave,87,Lincoln Way,Irving St,8/27/2018,Survey,Yes,Residential
2470,1783000,35th Ave,88,Vicente St,Wawona St,8/27/2018,Survey,Yes,Residential
2471,1779000,35th Ave,88,Rivera St,Santiago St,8/27/2018,Survey,Yes,Residential
2472,1782000,35th Ave,88,Ulloa St,Vicente St,8/27/2018,Survey,Yes,Residential
2473,1786000,35th Ave,100,Easement,Sloat Blvd,8/15/2018,Treatment,Yes,Residential
2474,1785000,35th Ave,100,Yorba St,Easement,8/15/2018,Treatment,Yes,Residential
2475,1766000,35th Ave,55,Anza St,Balboa St,7/27/2018,Survey,Yes,Residential
2476,1767000,35th Ave,85,Balboa St,Cabrillo St,7/27/2018,Survey,Yes,Residential
2477,1764000,35th Ave,85,Clement St,Geary Blvd,7/27/2018,Survey,Yes,Residential
2478,1768000,35th Ave,85,Cabrillo St,Fulton St,7/27/2018,Survey,Yes,Residential
2479,1765000,35th Ave,88,Geary Blvd,Anza St,6/6/2018,Treatment,Yes,Residential
2480,1784000,35th Ave,95,Wawona St,Yorba St,6/6/2018,Treatment,Yes,Residential
2481,1780000,35th Ave,55,Santiago St,Taraval St,6/22/2017,Survey,Yes,Residential
2482,1781000,35th Ave,68,Taraval St,Ulloa St,6/22/2017,Survey,Yes,Residential
2483,27850000,35th Ave,100,Balboa St,Intersection,2/7/2014,Treatment,No,
2484,27724000,35th Ave,100,Kirkham St,Intersection,1/21/2014,Treatment,No,
2485,23416000,35th Ave,100,Pacheco St,Intersection,11/4/2013,Treatment,No,
2486,23406000,35TH AVE,100,RIVERA ST,Intersection,3/24/2003,Treatment,No,
2487,27860000,35TH AVE,100,CLEMENT ST,Intersection,5/3/2002,Treatment,No,
2488,27858000,35TH AVE,100,GEARY BLVD,Intersection,3/15/2002,Treatment,No,
2489,27700000,35TH AVE,100,MORAGA ST,Intersection,5/12/1998,Treatment,No,
2490,27828000,35th Ave: Fulton St Intersection,100,FULTON ST,Intersection,4/19/2017,Treatment,No,
2491,27732000,35th Ave: Irving St Intersection,100,IRVING ST,Intersection,4/14/2017,Treatment,No,
2492,1807000,36th Ave,55,Moraga St,Noriega St,8/27/2018,Survey,Yes,Residential
2493,1808000,36th Ave,55,Noriega St,Ortega St,8/27/2018,Survey,Yes,Residential
2494,1805000,36th Ave,62,Kirkham St,Lawton St,8/27/2018,Survey,Yes,Residential
